head,relation,tail,label
Crazy_(Miki_Howard_song),musicalArtist,The_O'Jays,0
George_T._Smith,place,Hebei,0
Out_of_the_Blue_(Systems_in_Blue_album),cinematography,Burnett_Guffey,0
Live_&_More_Encore,subsequentWork,Gorgeous_(808_State_album),0
Edgar_Buchanan,capital,Barcelona,0
Régiment_de_marche_du_Tchad,subsequentWork,Tomorrow_(SR-71_album),0
Anti-Austerity_Alliance–People_Before_Profit,managerClub,FC_Sopron,0
Natalie_Imbruglia,managerClub,CF_Liberty_Oradea,0
The_Queen_of_Navarre,managerClub,FC_Rapid_București,0
Dariusz_Brzozowski,associatedBand,Jim_Fairchild,0
Dariusz_Brzozowski,associatedMusicalArtist,Jim_Fairchild,0
Spiral_Zone,voice,James_Hampton_(actor),0
Spiral_Zone,voice,"Stacy_Keach,_Sr.",0
Capitán_Bermúdez,isPartOf,Mendoza_Province,0
Triple_Bend_Invitational_Handicap,league,Togolese_Championnat_National,0
Brewster's_Millions_(1945_film),starring,Marian_Nixon,0
Brewster's_Millions_(1945_film),starring,Ralph_Bellamy,0
Headline_Shooter,musicComposer,Hugo_Friedhofer,0
Frederick_Wilson,subsequentWork,Diamond_Days_(The_Outfield_album),0
Lysekil,previousWork,Voices_of_Babylon,0
Luigi_Cadorna,city,"Neenah,_Wisconsin",0
Tomas_Švedkauskas,birthPlace,Timișoara,0
Big_Brovaz,hometown,Kano,0
Straight_Out_the_Sewer,associatedBand,Big_Brovaz,0
Straight_Out_the_Sewer,associatedMusicalArtist,Big_Brovaz,0
Laibach_(band),associatedBand,Winans_family,0
Laibach_(band),associatedMusicalArtist,Winans_family,0
Joe_Pizzulo,associatedMusicalArtist,Fleetwood_Mac,0
That's_Why_I'm_Here_(song),publisher,Crown_Publishing_Group,0
Sean_Ryan_(American_football),formerTeam,Cincinnati_Bengals,0
Kaadu_(1952_film),starring,Frank_Lovejoy,0
The_Rounders_(TV_series),starring,Steve_Brodie_(actor),0
Servants'_Entrance,starring,James_Brown_(actor),0
Slam_the_Hammer_Down,artist,Slade,0
I_Capture_the_Castle_(film),author,Charlotte_Brontë,0
The_Taste_of_Others,starring,Tara_Fitzgerald,0
I_Capture_the_Castle_(film),starring,Pam_Ferris,0
Imperial_Russian_Navy,sisterStation,WDCG,0
Kiss_Me_Goodbye_(film),writer,Eduardo_Coutinho,0
Ethel_Barrymore,successor,C._N._Annadurai,0
WWL_(AM),location,Najaf,0
Busoga_sub-region,birthPlace,"Grand_Forks,_North_Dakota",0
Busoga_sub-region,deathPlace,"Grand_Forks,_North_Dakota",0
Ivan_Izquierdo,birthPlace,Rio_Grande_do_Sul,0
Albert_Chmielowski,subsequentWork,7_Years_(Superheist_song),0
Eccellenza,team,FK_Sloboda_Tuzla,0
Tina_Turner,associatedBand,Jimmy_Barnes,0
Kylie_Auldist,associatedBand,Billy_Thorpe,0
Tina_Turner,associatedMusicalArtist,Jimmy_Barnes,0
Kylie_Auldist,associatedMusicalArtist,Billy_Thorpe,0
The_Collaborator,guest,J._G._Hertzler,0
If_I_Talk_to_Him,managerClub,Iraklis_1908_Thessaloniki_F.C.,0
DXRF,associatedBand,Hank_Wangford,0
DXRF,associatedMusicalArtist,Hank_Wangford,0
Bentley_University,team,Impulse_FC,0
Sumeet_Saigal,birthPlace,Tema,0
Rod_Keller,team,ACS_Poli_Timișoara,0
Ken_Calvert,team,Valenciennes_FC,0
Ángel_Montoro_Sánchez,team,Notodden_FK,0
Boehringer_Ingelheim,foundationPlace,Aschaffenburg,0
Boehringer_Ingelheim,owner,La_Poste_(France),0
Boehringer_Ingelheim,owningCompany,La_Poste_(France),0
I_Will_Be_Here,album,Teaser_and_the_Firecat,0
Goldenwest_Credit_Union,industry,Holding_company,0
Antonio_Negri,product,Minibus,0
Accidentally_on_Purpose_(album),associatedBand,Episode_Six,0
Episode_Six,associatedBand,Accidentally_on_Purpose_(album),0
Accidentally_on_Purpose_(album),associatedMusicalArtist,Episode_Six,0
Episode_Six,associatedMusicalArtist,Accidentally_on_Purpose_(album),0
40_Days_and_40_Nights,producer,Denise_Robert,0
Reaching_Out_(TV_series),producer,Amy_Wong_(producer),0
American_Hustle,formerBandMember,George_Earth,0
Snorks,executiveProducer,David_Kirschner,0
Rimi_Sen,director,Ryan_Fleck,0
Rimi_Sen,writer,Ryan_Fleck,0
Airdrieonians_F.C._(1878),managerClub,FC_Fastav_Zlín,0
Rudolf_Vytlačil,managerClub,Wisła_Kraków,0
"Sessa,_Ticino",neighboringMunicipality,Bolligen,0
Denny_Zeitlin,bandMember,Scheila_Gonzalez,0
I_Touch_Myself,producer,Billy_Steinberg,0
Bnei_Sakhnin_F.C.,managerClub,FC_Bihor_Oradea,0
"Olive,_the_Other_Reindeer",director,John_A._Davis,0
Sage_Francis,team,Asociación_Deportiva_Ramonense,0
Mr._Milk,subsequentWork,Papua_New_Guinea_(song),0
Mr._Milk,previousWork,Papua_New_Guinea_(song),0
Mark_Birighitti,starring,Gowri_Munjal,0
KEYF-FM,sisterStation,KNRK,0
A_Song_of_Kentucky,previousWork,Conundrum_(Lyons_novel),0
Veolia,subsequentWork,No_Future_(novel),0
Halfway_to_Heaven_(song),album,Out_of_the_Cellar,0
Out_of_the_Cellar,writer,Robbin_Crosby,0
Halfway_to_Heaven_(song),subsequentWork,Out_of_the_Cellar,0
Einfochips,keyPerson,Executive_director,0
CAE_Inc.,subsidiary,ST_Engineering,0
Genocide_(novel),previousWork,Vampire_Science,0
Vampire_Science,subsequentWork,Genocide_(novel),0
Marchin_On,subsequentWork,Kursaal_(novel),0
Highgate_United_F.C.,previousWork,Alien_Bodies,0
Alfred_James_Jones,neighboringMunicipality,Lugano,0
Mackenzie_County,part,Grajewo,0
Awam_(film),starring,Parveen_Babi,0
Mike_Radja,nonFictionSubject,Compassion_(Doctor_Who),0
Gmina_Nowe_Piekuty,part,Wysokie_Mazowieckie,0
Gmina_Nowe_Piekuty,part,Gmina_Czyżew,0
MC_Opi,writer,Johnny_McElhone,0
"Gland,_Switzerland",canton,Zürich,0
PCC_streetcar,neighboringMunicipality,Zürich,0
Sky_plc,owningCompany,Sky_Italia,0
La_Mé,region,Tennessee's_1st_congressional_district,0
Province_of_Huesca,type,Comarcas_of_Aragon,0
Newburn,spouse,Jean-Louis_Barrault,0
Hart_Crane,birthPlace,"Richton,_Mississippi",0
Kinship_(TV_series),starring,Gary_Lineker,0
Bob_the_Builder,composer,Miles_Hunt,0
The_Victorians,related,Bob_the_Builder,0
Yakima_River,district,"Klickitat_County,_Washington",0
Enter_the_Eagles,award,Kalaimamani,0
Leonid_Buryak,managerClub,FC_Dinamo_Tbilisi,0
Prurient,associatedBand,Seven_(band),0
Twins_Affair,associatedMusicalArtist,Seven_(band),0
Halfway_to_Heaven_(song),writer,Beau_Hill,0
Halfway_to_Heaven_(song),recordedIn,1988_in_music,0
I'm_Throwed,writer,Paul_Wall,0
I'm_Throwed,writer,GLC_(rapper),0
I'm_Throwed,musicalArtist,GLC_(rapper),0
I'm_Throwed,musicalBand,GLC_(rapper),0
Roberto_Cesati,ground,La_Matanza_Partido,0
WHFS_(AM),city,"St._Petersburg,_Florida",0
The_Ringer_(1952_film),sisterStation,WHFS_(AM),0
The_Ringer_(1952_film),sisterStation,WQYK-FM,0
Savage_(video_game),developer,Torus_Games,0
Dartmouth_Big_Green,university,Texas_A&M_University,0
Sand_bubbler_crab,family,Ocypodoidea,0
Paul_Barrett,associatedBand,Sad_Café_(band),0
Paul_Barrett,associatedMusicalArtist,Sad_Café_(band),0
The_Last_Kiss_(2006_film),team,UD_Las_Palmas,0
Swan_Creek_AVA,predecessor,Bernard_Membe,0
Mano_Po,starring,Allison_Hayes,0
Calu_Rivero,team,NK_Olimpija_Ljubljana_(defunct),0
René_Vydarený,formerTeam,Canadian_Professional_Hockey_League,0
Planet_Earth_(song),subsequentWork,Come_Undone_(Duran_Duran_song),0
Little_Miss_Marker_(1980_film),starring,Stefanie_Powers,0
Learning_to_Fly_(Pink_Floyd_song),previousWork,Beth_(song),0
Marek_Bakoš,team,FK_Rabotnički,0
YYZ_(instrumental),producer,Bosco_Mann,0
KWIZ,owningCompany,Liberman_Broadcasting,0
Thomas_Mayr-Harting,nationality,Bosnians,0
Thomas_Mayr-Harting,stateOfOrigin,Bosnians,0
Valparaiso_University,sisterStation,WAYY,0
Shane_Carruth,garrison,Luanda,0
Can't_Believe,associatedBand,Romeo_Miller,0
Can't_Believe,associatedMusicalArtist,Romeo_Miller,0
Reggie_Perrin,field,Epigraphy,0
In_the_Wake_of_Poseidon,artist,Robert_Fripp,0
Stephen_R._Fitzgarrald,governor,Cushman_Kellogg_Davis,0
Matt_D'Orazio,sisterStation,WAXX,0
Nocturnus,associatedBand,Municipal_Waste_(band),0
Nocturnus,associatedMusicalArtist,Municipal_Waste_(band),0
Simon_Feindouno,birthPlace,Vila_Velha,0
Mad_Caddies,owningCompany,Triton_Digital,0
Disappear_(Motion_City_Soundtrack_song),writer,Brand_New_(band),0
Disappear_(Motion_City_Soundtrack_song),musicalBand,Brand_New_(band),0
WCOS-FM,city,"West_Columbia,_South_Carolina",0
William_Hutchinson_(Australian_politician),sisterStation,WCOS-FM,0
Dirty_Pretty_Things_(film),associatedBand,Sérgio_Assad,0
Dirty_Pretty_Things_(film),associatedMusicalArtist,Sérgio_Assad,0
True_Love_(Pink_song),bandMember,Rob_Townsend,0
Zodiac_(rock_band),team,Pittsburgh_Spirit,0
Sheila_E._(album),album,Romance_1600,0
Oleksandr_Haydash,birthPlace,Azerbaijan_Soviet_Socialist_Republic,0
Leonard_Petrosyan,president,Robert_Kocharyan,0
Luyolo_Nomandela,deathPlace,South_Africa,0
Wilfred_Mugeyi,team,AmaZulu_F.C.,0
Pablo_Pereira,residence,Montevideo,0
Vitali_Koberskiy,predecessor,Mahmud_Shevket_Pasha,0
Mind_on_the_Moon,previousWork,It's_a_Party_(Busta_Rhymes_song),0
Kylie_Auldist,managerClub,D.C._United,0
Stand_By_Your_Man_(TV_series),notableWork,Birds_of_a_Feather,0
A_Gert_Lush_Christmas,starring,"Paul_Robeson,_Jr.",0
Tomáš_Ujfaluši,team,Mersin_İdmanyurdu,0
"Burley,_Idaho",team,Scotland_national_under-16_football_team,0
Spy_fiction,subsequentWork,"The_Supremes_Sing_Country,_Western_and_Pop",0
Armando_Evangelista,managerClub,Qadsia_SC,0
Goran_Tufegdžić,managerClub,Associação_Portuguesa_de_Desportos,0
Here_(Rascal_Flatts_song),producer,Steve_Robson,0
New_Cumnock,starring,Ross_Harris_(actor),0
Spy_fiction,previousWork,A_Bit_of_Liverpool,0
Dean_Hooper,managerClub,Malawi_national_football_team,0
Sometymes_Why,associatedBand,The_Duhks,0
Sometymes_Why,associatedMusicalArtist,The_Duhks,0
Anushavan_Danielyan,president,Ilham_Aliyev,0
Helmuth_Johannsen,team,1._FC_Saarbrücken,0
The_Day_We_Caught_the_Train,producer,Thomas_Fehlmann,0
The_Day_We_Caught_the_Train,subsequentWork,Toxygene,0
"Braunau,_Switzerland",neighboringMunicipality,Niederried_bei_Kallnach,0
Uppvidinge_Municipality,starring,Philip_Bosco,0
A_Town_Called_Paradise,spouse,Joseph_Estrada,0
Ghilli,team,Rayo_Vallecano_B,0
England_national_football_team,team,Austria_national_under-21_football_team,0
George_Grey,commander,Andranik,0
Too_Little_Too_Late,subsequentWork,Love_One_Another,0
"Sessa,_Ticino",neighboringMunicipality,Ittigen,0
"Sessa,_Ticino",neighboringMunicipality,Wileroltigen,0
"Sarandí,_Buenos_Aires",restingPlace,San_Francisco_National_Cemetery,0
So_Far_Gone_(song),previousWork,What_Hurts_the_Most,0
The_Negotiation_Limerick_File,subsequentWork,Pass_the_Mic,0
Poliez-le-Grand,district,Albula_District,0
"Braunau,_Switzerland",neighboringMunicipality,Arosa,0
Islamic_Coalition_Party,location,Iran,0
Cristiano_Camillucci,subsequentWork,Blondes_(Have_More_Fun),0
Jack_Perrin,province,Province_of_Reggio_Emilia,0
WXBT,routeJunction,"West_Columbia,_South_Carolina",0
Ohio_Valley_Wrestling,part,Gmina_Lipowiec_Kościelny,0
"Sessa,_Ticino",neighboringMunicipality,Ferenbalm,0
Umm-e-Kulsoom,starring,Jonathan_Bennett_(actor),0
One_Woman_to_Another,starring,William_Hopper,0
Nachtmystium,associatedBand,Twilight_(band),0
Nachtmystium,associatedMusicalArtist,Twilight_(band),0
Promozione,formerTeam,SU_Agen_Lot-et-Garonne,0
Joe_Walker_(editor),routeEnd,"Chelmsford,_Massachusetts",0
Cucurbitaceae,family,Proteaceae,0
Daniel_Patrick_Moynihan,predecessor,Arnold_Lewis_Raphel,0
Gmina_Sterdyń,part,Gmina_Sabnie,0
Gmina_Sabnie,part,Gmina_Sterdyń,0
"Patan,_Nepal",developer,Jupiter_(company),0
Romance_1600,team,Rampla_Juniors,0
The_Virtuous_Husband,starring,Lela_Rochon,0
56th_Pennsylvania_Infantry,restingPlace,Mount_Auburn_Cemetery,0
Xi'an_Xianyang_International_Airport,recordedIn,"Tau,_Norway",0
List_of_Ghost_Whisperer_characters,knownFor,Ghost_Whisperer,0
"Torrent,_Valencia",part,Alfafar,0
Alfafar,part,"Torrent,_Valencia",0
"Southwick,_Massachusetts",part,"Albaida,_Valencia",0
Dan_Bouchard,birthPlace,Témiscaming,0
Pharez_Whitted,recordLabel,Vertical_Records,0
No_Future_(novel),team,Peru_national_under-17_football_team,0
A_Fishy_Story,starring,Chin_Siu-ho,0
Chironomoidea,family,Ponerini,0
Gaza_War_(2008–09),part,"Gmina_Łubnice,_Świętokrzyskie_Voivodeship",0
I_Wasn't_the_One_(Who_Said_Goodbye),previousWork,The_Way_You_Are_(Fältskog_and_Håkansson_song),0
The_Way_You_Are_(Fältskog_and_Håkansson_song),subsequentWork,I_Wasn't_the_One_(Who_Said_Goodbye),0
The_Way_You_Are_(Fältskog_and_Håkansson_song),previousWork,The_Last_Time_(Agnetha_Fältskog_song),0
Three_Snakes_and_One_Charm,writer,Jackie_DeShannon,0
I_Say_a_Little_Prayer,musicalArtist,Jackie_DeShannon,0
I_Say_a_Little_Prayer,musicalBand,Jackie_DeShannon,0
Nat_Geo_Wild,broadcastArea,Africa,0
Lost_Reputation,politicalPartyOfLeader,Shiromani_Akali_Dal,0
Kenny_Shiels,politicalPartyInLegislature,Shiromani_Akali_Dal,0
Todd_Terry,producer,Marie_Fredriksson,0
DJ_Sammy,artist,Marie_Fredriksson,0
There_Won't_Be_Anymore,formerBandMember,Paul_Young_(Sad_Café_and_Mike_+_The_Mechanics_singer),0
Whale_Rider,starring,Keisha_Castle-Hughes,0
Fires_(Ronan_Keating_song),writer,Ronan_Keating,0
Love_You_Anyway,musicalArtist,Ronan_Keating,0
Love_You_Anyway,musicalBand,Ronan_Keating,0
Hit_the_Lights_(Jay_Sean_song),associatedBand,Blood_Stain_Child,0
Hit_the_Lights_(Jay_Sean_song),associatedMusicalArtist,Blood_Stain_Child,0
David_Nakhid,birthPlace,Trinidad,0
Dan_L._Hendricks,race,Eclipse_Stakes_(Canada),0
Joseph_Talamo,race,Baldwin_Stakes,0
Dan_L._Hendricks,race,Overskate_Stakes,0
London_Bridge_station,managerClub,Saint_George_SC,0
Slam_the_Hammer_Down,producer,Slade,0
Drowned_in_Sound,recordLabel,City_Records,0
Just_a_Little_Bit_(Mutya_Buena_song),voice,Ralph_Richardson,0
Gary_Finley,team,Radcliffe_Borough_F.C.,0
Bryn_Merrick,instrument,Dean_Guitars,0
Sky_Conqueror,race,Woodstock_Stakes,0
Rafał_Wolski,author,Laurie_R._King,0
My_Friend_Tony,starring,Richard_Basehart,0
The_Good_Die_Young,composer,Hugo_Friedhofer,0
The_Good_Die_Young,composer,Alexander_Courage,0
Baýram_Durdyýew,managerClub,SC_Tavriya_Simferopol,0
Loyola_University_Chicago_School_of_Law,isPartOf,Greater_Poland_Voivodeship,0
Gmina_Nowy_Tomyśl,part,Gmina_Perzów,0
"Chelsea,_Manhattan",frazioni,Capannori,0
Eduard_Bomhoff,birthPlace,Davao_City,0
Mechado,successor,Mariusz_Błaszczak,0
Labour_and_Freedom_List,team,Felda_United_F.C.,0
Davy_De_Beule,family,Aelurillinae,0
David_Reyne,hometown,"Mount_Eliza,_Victoria",0
David_Reyne,associatedBand,Australian_Crawl,0
David_Reyne,associatedMusicalArtist,Australian_Crawl,0
"Bill_Moss,_Jr.",birthPlace,"Selma,_Alabama",0
Live_for_You_(album),recordLabel,Malaco_Records,0
Walter_Hawkins,associatedBand,Karen_Clark_Sheard,0
Walter_Hawkins,associatedMusicalArtist,Karen_Clark_Sheard,0
Let_Me_Go_(Avril_Lavigne_song),developer,Victor_Interactive_Software,0
WIOD,city,Point_Pedro,0
Chayanta_Province,mouthMountain,Bolivia,0
Chayanta_Province,mouthPlace,Bolivia,0
Kyriacos_Pavlou,starring,Mahesh_Babu,0
It's_Only_Us,previousWork,I_Ain't_Gonna_Eat_Out_My_Heart_Anymore,0
Mila_(film),starring,Carlo_Aquino,0
Alyna_(TV_series),starring,Serena_Dalrymple,0
Kranthi_Kumar,format,CD-R,0
Power_in_Numbers,producer,Nottz,0
The_Devil's_Mask,foundedBy,Nick_Bruty,0
Taylor_Hicks_(album),distributor,Atlantic_Entertainment_Group,0
Sixteen_Military_Wives,producer,David_Huff_(drummer),0
Check_on_It,musicalArtist,Bun_B,0
Draped_Up,musicalBand,Paul_Wall,0
Check_on_It,musicalBand,Bun_B,0
Malays_(ethnic_group),related,Lawangan_people,0
"West_Goshen_Township,_Chester_County,_Pennsylvania",affiliation,User-generated_content,0
Tazza_(TV_series),mouthCountry,South_Korea,0
Peter_O'Dowd,almaMater,Loyola_University_Chicago_School_of_Law,0
Eien_/_Universe_/_Believe_in_Love,producer,Matt_Serletic,0
Statistical_Probabilities,subsequentWork,Facets_(Star_Trek:_Deep_Space_Nine),0
Jairo_Palomino,starring,Jessica_Capshaw,0
Never_Say_Die_(Black_Sabbath_song),album,Sabotage_(Black_Sabbath_album),0
N.I.B.,subsequentWork,Never_Say_Die_(Black_Sabbath_song),0
Headline_Shooter,cinematography,Harry_Neumann,0
You_Win_Again_(album),president,Cristina_Fernández_de_Kirchner,0
Star_(Erasure_song),recordedIn,Genetic_Studios,0
Lampung,populationPlace,Louisiana,0
Agios_Dimitrios_F.C.,coach,Anna_Signeul,0
Come_See_About_Me,subsequentWork,Anything_Is_Possible_(Debbie_Gibson_song),0
Clem_Hawke,broadcastArea,"Cape_Coral,_Florida",0
(Come_'Round_Here)_I'm_the_One_You_Need,writer,Lamont_Dozier,0
Stop!_In_the_Name_of_Love,previousWork,Without_You_(Debbie_Gibson_song),0
I_Do_(Philippine_reality_show),starring,Kim_Chiu,0
Devious_Maids,author,Marc_Cherry,0
Devious_Maids,executiveProducer,Marc_Cherry,0
Super_20,subsequentWork,Bad_Girl_(La_Toya_Jackson_song),0
You_Blew,producer,Anthony_Monn,0
Super_20,previousWork,You_Blew,0
Toni_Korkeakunnas,managerClub,Vaasan_Palloseura,0
Dagger_Records,manufacturer,Learjet,0
Paulin_Bordeleau,formerTeam,Toronto_Toros,0
A.S.D._Giallo-Blu_Figline,position,Eccellenza,0
2010_German_Grand_Prix,location,Hoppegarten,0
Ishay_Berger,season,2012–13_Serie_D,0
Every_Best_Single_+3,producer,Martin_Kierszenbaum,0
Nelson_Cossio,managerClub,Deportes_Melipilla,0
"Kodiak_Island_Borough,_Alaska",managerClub,Coquimbo_Unido,0
Brian_Cummings,team,C.D._Universidad_de_Concepción,0
I'm_Ragged_But_I'm_Right,associatedBand,Jim_Reeves,0
I'm_Ragged_But_I'm_Right,associatedMusicalArtist,Jim_Reeves,0
Solomon_Islands_campaign,distributor,RCTV_International,0
Francis_Dunnery,species,Glossy_snake,0
Can't_Get_It_Back,writer,Lady_Sovereign,0
Can't_Get_It_Back,musicalArtist,Lady_Sovereign,0
Can't_Get_It_Back,musicalBand,Lady_Sovereign,0
Big_Bam_Boom,producer,Hall_&_Oates,0
Big_Bam_Boom,musicalArtist,Hall_&_Oates,0
Big_Bam_Boom,musicalBand,Hall_&_Oates,0
Jimmy_Goodfellow,team,Australia_national_under-17_soccer_team,0
Chhapra,employer,Vox_Media,0
Hubert_R._Harmon,aircraftFighter,North_American_FJ_Fury,0
2003–04_Luton_Town_F.C._season,team,S.S.D._Monza_1912,0
Schistonota,order,Adephaga,0
Brooks_Newmark,predecessor,Bernard_Henry_Bourdillon,0
Doudou_Gouirand,writer,Anita_Baker,0
Doudou_Gouirand,musicalArtist,Anita_Baker,0
Doudou_Gouirand,musicalBand,Anita_Baker,0
Groundislava,associatedBand,Curse_of_the_Golden_Vampire,0
Groundislava,associatedMusicalArtist,Curse_of_the_Golden_Vampire,0
Shoegazing,musicComposer,Johnny_Pate,0
A.C._Palazzolo,league,Eccellenza,0
Never_Comes_the_Day,knownFor,Kill_Speed,0
Elementary_(TV_series),starring,Virginia_Madsen,0
Pilot_(Cold_Feet),starring,Jonny_Lee_Miller,0
Bap_Kennedy,recordLabel,Bella_Union,0
Ciara_Sotto,birthPlace,"Santa_Rosa,_Laguna",0
Ray_Simpson,formerBandMember,Mickey_Finn_(drummer),0
Mickey_Finn_(drummer),formerBandMember,Mickey_Finn's_T-Rex,0
Shea_Homes,occupation,Louisiana,0
J._R._Simplot,battle,Operation_Enduring_Freedom_–_Philippines,0
Mustafa_Denizli,team,Alemannia_Aachen,0
Black_Sails_(TV_series),managerClub,Shanghai_Greenland_Shenhua_F.C.,0
Harald_Nævdal,team,Rosenborg_BK,0
Special_edition,team,NK_Bela_Krajina,0
Bibbiena,birthPlace,Keflavík,0
Relax_(song),musicalArtist,Siouxsie_and_the_Banshees,0
Relax_(song),musicalBand,Siouxsie_and_the_Banshees,0
Siglistorf,district,Gruyère_District,0
"Sessa,_Ticino",neighboringMunicipality,Le_Glèbe,0
David_Livermore,team,Sandefjord_Fotball,0
METRORail,team,Club_Deportivo_Barrio_Mexico,0
No_Quarter_(song),album,In_Through_the_Out_Door,0
Emmanuel_Culio,routeJunction,"Grafton,_Wisconsin",0
Jem_(TV_series),distributor,ABC_Family_Worldwide,0
Blithe_Spirit_(film),director,Ronald_Neame,0
John_Stuart_(actor),team,Clube_Recreativo_e_Atlético_Catalano,0
Yamla_Pagla_Deewana_2,director,Rahul_Rawail,0
Buddha_Mar_Gaya,writer,Sanjay_Chhel,0
Buddha_Mar_Gaya,starring,Sunny_Deol,0
Yamla_Pagla_Deewana_2,editing,Rahul_Rawail,0
Bätterkinden,neighboringMunicipality,"Root,_Switzerland",0
Amigos_Para_Siempre,associatedBand,Blackfoot_(band),0
Amigos_Para_Siempre,associatedMusicalArtist,Blackfoot_(band),0
Kluster,team,San_Jose_Earthquakes_(1974–88),0
Somerset_Berkley_Regional_High_School,managerClub,Histon_F.C.,0
Can't_Get_It_Back,artist,Mis-Teeq,0
Garry_Glenn,associatedBand,Taarka,0
Garry_Glenn,associatedMusicalArtist,Taarka,0
WIFC,broadcastArea,"Wausau,_Wisconsin",0
Feast_of_Wire,sisterStation,WIFC,0
2011–12_Serie_D,team,Pazarspor,0
A_Man_Could_Get_Killed,starring,Donnie_Wahlberg,0
From_Autumn_to_Ashes,associatedBand,Sparta_(band),0
Matt_Miller_(musician),associatedBand,Biology_(band),0
From_Autumn_to_Ashes,associatedMusicalArtist,Sparta_(band),0
John_Spoltore_(ice_hockey),formerTeam,Kansas_City_Blades,0
Édith_Cresson,predecessor,Élisabeth_Guigou,0
Guns_N'_Roses_(EP),writer,Glenn_Tipton,0
Thundersteel,previousWork,Rock_Forever,0
Coca-Cola,keyPerson,Doug_Band,0
"Villiers,_Switzerland",neighboringMunicipality,Fischbach-Göslikon,0
Discouraged_Ones,sisterStation,WZXL,0
"Nagaoka,_Niigata",team,Kashiwa_Reysol,0
Daniel_Butterfield,battle,Battle_of_Mine_Run,0
Archibald_Roosevelt,frazioni,Sicignano_degli_Alburni,0
Arrow_(TV_series),director,David_Nutter,0
Fighting_Back_(1948_film),keyPerson,Mary-Kate_Olsen,0
"Braunau,_Switzerland",neighboringMunicipality,Bätterkinden,0
"Braunau,_Switzerland",neighboringMunicipality,Schalunen,0
"Braunau,_Switzerland",neighboringMunicipality,"Limpach,_Switzerland",0
"Braunau,_Switzerland",neighboringMunicipality,Utzenstorf,0
"Limpach,_Switzerland",neighboringMunicipality,Gerlafingen,0
Schalunen,neighboringMunicipality,Küttigkofen,0
"Braunau,_Switzerland",neighboringMunicipality,Lohn-Ammannsegg,0
Minnesota_State_Highway_95,routeJunction,Minnesota_State_Highway_47,0
Year_of_the_Lover,producer,St_Germain_(musician),0
Tomas_Švedkauskas,birthPlace,Bistrița,0
Ethnic_conflict_in_Nagaland,region,Pennsylvania's_22nd_congressional_district,0
H.F.M._2_(The_Hunger_for_More_2),writer,DMX_(rapper),0
Clap_Back,musicalArtist,DMX_(rapper),0
Clap_Back,musicalBand,DMX_(rapper),0
"Sessa,_Ticino",neighboringMunicipality,Plaffeien,0
"Blăgești,_Bacău",team,SC_Kriens,0
FC_Sheriff_Tiraspol,season,2014–15_South_African_Premier_Division,0
The_Legend_of_Wong_Tai_Sin,team,Tiro_Federal,0
Joachim_Murat,parent,Charles_IV_of_Spain,0
Chris_Maguire,relation,Barrington_Dacres,0
"Sessa,_Ticino",neighboringMunicipality,Herzogenbuchsee,0
Terilyn_A._Shropshire,neighboringMunicipality,Steinhof,0
Jules_Berry,birthPlace,Vienne,0
Jules_Berry,deathPlace,Poitiers,0
Jules_Berry,deathPlace,Vienne,0
Knock_on_Any_Door,producer,Irving_Allen,0
CD_Masnou,team,Imperial_Futebol_Clube,0
Aleksandar_Davidov,birthPlace,"Fair_Haven,_Vermont",0
Play_Something_Sweet_(Brickyard_Blues),family,Syngnathidae,0
Grajewo,team,Ferar_Cluj,0
Fifth_Avenue,starring,Saarrthi,0
Daniel_B._Shapiro,keyPerson,Philip_Rubin,0
Eschert,neighboringMunicipality,Menzingen,0
"Rye,_New_Hampshire",birthPlace,"Huntington,_West_Virginia",0
Stylechanger,producer,Wiley_(rapper),0
Gilberto_Silva,hometown,"Denville_Township,_New_Jersey",0
"Braunau,_Switzerland",neighboringMunicipality,Isenthal,0
The_Endless_River,writer,Martin_Glover,0
Playdays,network,BBC_News_(TV_channel),0
Alice_Cooper_(band),associatedBand,Peter_Criss,0
Alice_Cooper_(band),associatedMusicalArtist,Peter_Criss,0
Who_Can_I_Run_To,album,Jody_Watley_(album),0
James_Megellas,battle,Siege_of_Suffolk,0
Daughter_(song),format,Digital_distribution,0
Pras,musicalArtist,B2K,0
Pras,musicalBand,B2K,0
Dennis_Dugan,team,IMG_Academy_Bradenton,0
Johnny_Ringo_(TV_series),starring,Anna_Massey,0
Daniele_Fortunato,team,A.C._Cuneo_1905,0
Taylor_Hicks_(album),writer,Matt_Serletic,0
Corserey,district,Rheinfelden_District,0
AFC_Fortuna_Poiana_Câmpina,team,SV_Sandhausen,0
Winning_Moves,related,The_Biggest_Game_in_Town_(game_show),0
Obermumpf,district,Zurzach_District,0
Adrian_Caceres,subsequentWork,Sunday_Morning_(The_Velvet_Underground_song),0
710th_Special_Operations_Wing,guest,Patrick_Fabian,0
My_Truth,producer,Christian_Falk,0
Greatest_Hits_of_All_Times_–_Remix_'88,subsequentWork,My_Truth,0
Province_of_Cosenza,saint,Francis_of_Paola,0
Evergreen_Mak_Cheung-ching,recordLabel,Microphone_Records,0
Pontiac_G8,relatedMeanOfTransportation,Holden_Caprice,0
"Sessa,_Ticino",neighboringMunicipality,Couvet,0
Michaela_McManus,deathPlace,Solothurn,0
The_Doctor_(1991_film),starring,Selma_Blair,0
The_20th_Century_Fox_Mambo,subsequentWork,The_Greatest_Songs_of_the_Seventies,0
